english,twi
infuse,hyɛ mu
ingenious,nim nyansa
inhabitant,kuromanni
ingenuity,nyansa
influence,tumi
ingrained,atim
ingratitude,bonniayɛ
inhabit,te
infliction,akatua
influential,wɔ so tumi
influenza,papu
infringe,bu so
inform,bɔ amanneɛ
infringement,mmara so buo
infuriate,hyɛ abufuo
infiltrate,wura mu
infiltration,nwuramu
infect,sane
infirm,yɛ mmerɛ
infirmary,ayaresabea
inflame,ka gya gu mu
inflammation,mpumpunnya
inflate,hu
infatuate,nya ɔdɔ soronko ma
infatuation,bere tiawa dɔ
ineffable,deɛ ɛboro nkyerɛmu
infer,si pɔ
infection,yareɛ
inferior,dibea wɔ fam
inference,agyinaeɛ
inferno,ogyatanaa
atheist,deɛ ɔnnye nyankopɔn nni
comehome,bra fie
infallible,mfomsoɔ nni ho
inestimable,wɔsese a ɛnyɛ yie
infancy,nkwadaaberɛm
infamous,nni din pa
infant,akɔkoaa
infanticide,akɔkoaa kum
indispensable,wɔkwati a ɛnyɛ yie
indisposed,ho mfa pronoun
indisposition,yareɛ
individual,ankorɛankorɛ
indolence,akwadworɔ
indolent,akwadworɔ
indomitable,deɛ wɔntumi nni ne so nkonim
indurate,yɛ den
integrity,nokorɛdie
intersection,mfimfini
invent,yɛ biribi
invisible,deɛ wɔntumi nhunu
irrelevant,ɛho nhia
intersect,bea mu
intermediate,ntam
ungratefulness,bonniayɛ
prayer,mpaeɛ
photographer,mfonintwafoɔ
intersperse,de fra
congregation,nhyiamu
interval,ntam
intervene,wura mu
introspection,nkɔmpɔbɔ
intimidation,ahunahuna
daybreak,adekyeeɛ
unite,ka bɔ mu
propertytax,tokuro toɔ
abatement,ntesoɔ
hub,akakye
veiledinsult,mpoatwa
hardwork,adwumaden
monitorlizard,ɔmampam
hardworking,nsiyɛfoɔ
brushtailedporcupine,apɛsɛ
wolf,ɔpataku
ancientrock,tete botan
fornicate,bɔ adwaman
fornication,adwaman
cloud,mununkum
english,borɔfo
pressconference,nsɛntwerɛfoɔ nhyiamu
miss,awuraa
youofallpeople,wo ampa ara
mould,apotobibire
diastema,ɛgyerɛ
swinging,adonkotoɔ
lumpsum,sika botene
velocipede,tete sakre
wethankgod,yɛda awurade ase
policestation,apolisifoɔ akakye
asomdwoec99b,peace
sleeplessness,kɔdaanna
insomnia,kɔdaanna
worker,adwumayɛni
unity,nkabɔmu
oneness,koroyɛ
bleed,firi mogya
cheater,osisifoɔ
sometimes,ɛtɔ da a
brass,yaawa
unlucky,tiri nyɛ
later,akyi
limitation,akwansideɛ
mailbox,nkratoɔ adaka
right,ɛyɛ
the,no
shortcoming,sintɔ
whatareyoudoing,woreyɛ deɛn
communal,kwasafo
submarine,asuo ase hyɛn
communallabour,kwasafo dwuma
basis,fapem
expend,di
measurement,nsusuiɛ
accelerate,kɔ ntɛm
boat,kodoɔ
nyankontc994n,rainbow
kc994nkc994nsa,gossip
areyousleeping,woreda
youcansaythatagain,ka na ka bio
irreparable,deɛ wɔsiesie a ɛnyɛ yie
irritate,hyɛ abufuo
irresponsible,hohwini
irrevocable,deɛ wɔntumi ntwe nsan
irrigate,due nsuo
island,supɔ
isolate,te firi ho
ivory,asommɛn
lol,skk sere kwakwa
invitation,ɔfrɛ
invoke,frɛ
invocation,ɔfrɛ
invoice,akano krataa
involve,ka ho
invulnerable,nyɛ mmerɛ
irascible,deɛ ne koko nyɛ
irk,hyɛ abufuo
iron,ayɔn
invention,ayɔdeɛ
inverse,abira
invert,butu
invest,de sika hyɛ dwumadie mu
investigate,hwehwɛ mu
investigation,nhwehwɛmu
invigilate,hwɛ so
invigorate,hyɛ ahoɔden
intrepid,deɛ ɔnsuro hwee
invincible,deɛ wɔntumi nni ne so nkonim
introduce,da adi
introduction,oyikyerɛ
intoxicate,boro nsa
intoxication,nsaborɔ
intractable,deɛ n aso yɛ den
query,bisa
intricate,nwonworann
invalid,di dɛm
introspect,bɔ nkɔmpɔ
intrude,bɔ wura mu
intrusion,mmɔwuramu
interview,ntotoano
intuition,atenka
inundate,ma ɛmene
invade,toa
invaluable,ɛho hia pa ara
invariable,ɛnsesa da
intervention,ntamgyina
inveigle,daadaa
intestate,anyɛ nsamanseɛ
inimidate,bɔ hu
intimate,brɛboɔ
interment,funsie
interminable,deɛ ɛntwa da
interpellate,twa ano
internal,emu
intellectual,ɔnyansafoɔ
international,amanaman
interpret,kyerɛ aseɛ
interpretation,asekyerɛ
interrogate,toto ano
interrogation,ntotoano
intellect,adwene
interaction,nkutahodie
intend,yɛ adwene
intention,botaeɛ
intent,botaeɛ
intentional,boapayɔ
intercourse,nkutahodie
interest,aniku
interact,di nkutaho
intercede,di agyinamu
intercessor,odimafoɔ
intercession,odima
intercept,si kwan
interchange,di nsesa
interior,emu
keenness,aniku
interlude,ntwaremu
interfere,twitwa anan mu
